SubOrgID	Naam	OrgID	ChangeDate	Centrum	Gebruiker
429	Vestiging Sint-Niklaas	547	2009-08-05 14:41:02	DEL	DELILE
430	Vestiging Dendermonde	547	2009-08-05 14:41:14	DEL	DELILE
431	Vestiging Lokeren	547	2009-08-05 14:41:24	DEL	DELILE
432	Campus Sint-Niklaas	564	2011-07-22 10:35:41	DEL	DELCDE
433	BUSO - Ilse Bernaert	545	2009-08-05 15:17:38	DEL	DELILE
434	Stedelijke preventiedienst	565	2009-08-05 15:22:03	DEL	DELILE
435	Huis van Het Kind	540	2009-08-05 15:53:53	DEL	DELILE
436	GROS	225	2009-08-06 15:17:42	CAD	CADKKE
437	KSTVV	215	2009-08-06 15:25:34	CAD	CADKKE
438	KSJ EKSEL	224	2009-08-06 15:55:18	CAD	CADKKE
439	Schepen van Sociale Zaken - Frans Vandermeiren	580	2009-08-07 14:15:25	DEL	DELTDB
440	kinderteam Vilvoorde	420	2009-08-10 14:35:40	AHA	AHALDR
441	team VDIP	420	2009-08-10 14:55:44	AHA	AHALDR
442	GEZONDHEIDSRAAD	56	2009-08-10 15:44:32	CAD	CADKJA
443	OCMW	56	2009-08-10 15:47:25	CAD	CADKJA
444	PLOK	56	2009-08-10 15:57:46	CAD	CADKJA
445	MEGA	56	2009-08-10 16:03:47	CAD	CADKJA
446	drugs in beweging	351	2009-08-10 16:25:46	AHA	AHALDR
448	kinderteam Asse	420	2009-08-10 16:44:49	AHA	AHALDR
449	Jeugddienst	540	2009-08-11 09:35:51	DEL	DELTDB
450	Stedelijke preventiedienst	537	2009-08-11 09:54:05	DEL	DELTDB
451	jeugddienst	537	2009-08-11 09:54:12	DEL	DELTDB
452	ocmw	537	2009-08-11 09:54:24	DEL	DELTDB
453	senator Wille	591	2009-08-11 10:01:03	VAD	VADMGE
454	jeugdhuis zenith	537	2009-08-11 11:24:57	DEL	DELTDB
455	Beverse Feesten	558	2009-08-11 11:35:34	DEL	DELTDB
456	denkgroep preventie	371	2009-08-11 11:56:01	VAD	VADMGE
457	adviesgroep	371	2009-08-11 11:57:08	VAD	VADMGE
459	Raad van bestuur	371	2009-08-11 12:14:02	VAD	VADMGE
460	dagelijks bestuur	371	2009-08-11 12:14:12	VAD	VADMGE
461	PARDOV	601	2009-08-11 12:18:52	VAD	VADMGE
462	sectoroverleg	602	2009-08-11 12:23:04	VAD	VADMGE
463	begeleidingscomité Fonds ter bestrijding van V.	588	2009-08-11 12:33:40	VAD	VADMGE
464	wg drugtesten	371	2009-08-11 12:35:34	VAD	VADMGE
465	STUURGROEP	255	2009-08-12 10:48:40	CAD	CADKJA
466	WERKGROEP PREVENTIE	609	2009-08-12 11:15:19	CAD	CADEGI
467	MEGA	255	2009-08-12 11:36:09	CAD	CADKJA
468	PESTALOZZI CAMPUS	615	2009-08-12 12:07:17	ALT	ALTJDS
469	OCMW	289	2009-08-12 13:00:35	CAD	CADEGI
470	OCMW	320	2009-08-12 13:07:16	CAD	CADEGI
471	STUURGROEP ALG ALCOHOL- EN DRUGPREVENTIECAMPAGNE	247	2009-08-12 13:23:50	CAD	CADKJA
472	BUSO	251	2009-08-12 13:51:37	CAD	CADKJA
473	Safer Nightlife platform	621	2009-08-12 14:23:43	ALT	ALTJDS
474	PUD-ding	502	2009-08-12 14:36:32	ALT	ALTJDS
475	JEUGDHUIS DE SCHELFT	234	2009-08-12 14:39:52	CAD	CADKJA
476	SPORTDIENST	234	2009-08-12 14:46:47	CAD	CADKJA
477	PREVENTIERAAD	257	2009-08-12 15:03:50	CAD	CADKJA
478	JEUGDDIENST	257	2009-08-12 15:04:01	CAD	CADKJA
479	MEGA	257	2009-08-12 15:04:08	CAD	CADKJA
480	OCMW	257	2009-08-12 15:04:27	CAD	CADKJA
481	JEUGDHUIS DE MANS	257	2009-08-12 15:04:35	CAD	CADKJA
482	SPORTDIENST	257	2009-08-12 15:04:43	CAD	CADKJA
483	MEGA	238	2009-08-13 14:54:40	CAD	CADKJA
484	ECAT-David Möbius	545	2009-08-24 14:50:05	DEL	DELILE
485	schepen van sociale zaken	537	2009-08-24 15:23:49	DEL	DELILE
486	Directie	640	2009-08-24 15:33:12	DEL	DELILE
487	Directie	641	2009-08-24 15:38:38	DEL	DELILE
488	PAAZ	643	2009-08-24 16:01:42	DEL	DELILE
489	LOGO Dender	566	2011-07-22 11:50:29	DEL	DELCDE
490	Dokter Marco Guidi	645	2009-08-24 16:15:52	DEL	DELILE
491	Dienst justitieel welzijnswerk	648	2009-08-24 16:32:41	DEL	DELILE
492	deelwerking onthaaltehuis 	648	2009-08-24 16:36:16	DEL	DELILE
493	Departement sociaal-agogisch werk	651	2009-08-24 17:49:50	ALT	ALTCDM
494	regiodirectie Christel Geltmeyer	653	2009-08-25 08:53:23	DEL	DELILE
495	Spoed	643	2009-08-25 09:00:04	DEL	DELILE
496	project interfamiliaal geweld	648	2009-08-25 09:10:52	DEL	DELILE
497	Dokter Saeys 	655	2009-08-25 10:42:30	DEL	DELILE
498	Dokter Schoorens	655	2009-08-25 10:45:30	DEL	DELILE
499	Apotheek Karel Van Hoye	656	2009-08-25 10:51:59	DEL	DELILE
500	KSJ 	537	2009-08-25 10:56:45	DEL	DELILE
501	jeugdhuis Snuffel	537	2009-08-25 11:06:40	DEL	DELILE
502	Scouts & Gidsen Sint Paulus Baden Powell	537	2009-12-23 11:45:53	DEL	DELILE
503	Chiro Kreale	537	2009-08-25 11:15:23	DEL	DELILE
504	Chiro Bobo	537	2009-08-25 11:15:35	DEL	DELILE
505	Chiro Sagevo	537	2009-08-25 11:15:43	DEL	DELILE
506	Chiro Kadee	537	2009-08-25 11:22:19	DEL	DELILE
507	AFDELING JONGVOLWASSENEN	658	2009-08-25 11:47:28	CAD	CADMVS
508	overleg regionale preventiewerker	371	2009-08-25 13:31:44	VAD	VADIBA
509	werkgroep bijzondere jeugdzorg	371	2009-08-25 13:40:42	VAD	VADIBA
510	werkgroep ocmw	371	2009-08-25 13:55:19	VAD	VADIBA
511	Den Helleput	663	2009-08-25 14:00:35	DEL	DELILE
512	Taverne Tijl	663	2009-08-25 14:00:52	DEL	DELILE
513	't Belfort 	663	2009-08-25 14:01:04	DEL	DELILE
514	Sint-Joris	663	2009-08-25 14:01:16	DEL	DELILE
515	Café Piron	663	2009-08-25 14:01:33	DEL	DELILE
516	Chill' In	663	2009-08-25 14:02:20	DEL	DELILE
517	Café Top Tien	663	2009-08-25 14:02:50	DEL	DELILE
518	Escapade 	663	2009-08-25 14:03:00	DEL	DELILE
519	Cultuurdienst	537	2009-08-25 14:53:47	DEL	DELILE
520	Stuurgroep werkwijzer	450	2009-08-28 11:05:30	NWV	NWVJOJ
521	OCMW	156	2009-08-28 13:11:10	CAD	CADTCH
522	PREVENTIETEAM	91	2009-09-01 13:26:58	CAD	CADMVS
525	OCMW	89	2009-09-09 15:09:34	CAD	CADMVS
526	CULTUURDIENST 	111	2009-09-09 15:19:25	CAD	CADMVS
527	Preventiewerk/vormingen sector arbeid	371	2009-09-11 11:02:18	VAD	VADJCL
528	PRIC	96	2009-09-14 09:19:47	CAD	CADTCH
529	Vitalsounds/CAW stimulans	667	2009-09-14 10:26:51	VAD	VADJOS
530	Breakline/vagga altox	667	2009-09-14 10:27:08	VAD	VADJOS
531	Stad Gent (Filip Desager)	667	2009-09-14 10:27:33	VAD	VADJOS
532	Stad Oostende (Steve Bauwens)	667	2009-09-14 10:27:57	VAD	VADJOS
538	Werkgroep Partywise	664	2009-09-14 10:33:31	VAD	VADJOS
539	Werkgroep peer support	371	2009-09-14 10:45:35	VAD	VADJOS
540	Werkgroep Partywise	371	2009-09-14 10:45:47	VAD	VADJOS
541	CAD	371	2009-09-14 11:02:16	VAD	VADJOS
542	vagga altox	371	2009-09-14 11:30:51	VAD	VADJOS
543	Breakline	371	2009-09-14 11:34:02	VAD	VADJOS
544	Breakline	688	2009-09-14 11:36:42	VAD	VADJOS
545	Road	521	2009-09-15 14:45:20	NWV	NWVKVR
546	Road	444	2009-09-15 14:46:53	NWV	NWVKVR
547	Werkgroep Bijzondere Jeugdzorg	440	2010-11-10 16:10:17	LAR	LAREVB
548	Werkgroep Trefvoormiddag	443	2009-09-15 15:38:31	NWV	NWVKVR
549	SEM-J	545	2009-09-17 13:51:22	DEL	DELTDB
550	Adviesraad	453	2009-10-07 10:26:49	NWV	NWVRDV
551	stuurgroep	440	2009-10-07 10:30:21	NWV	NWVRDV
552	LOD Merelbeke	696	2009-10-13 13:31:30	KIE	KIEMEE
553	STEUNPUNT ONDERWIJS	242	2009-10-19 16:02:49	CAD	CADDFR
554	sector arbeid	351	2009-10-21 11:11:55	AHA	AHALDR
555	jongeren en middelenmisbruik	585	2009-10-21 12:19:14	AHA	AHALDR
556	doorverwijzing	585	2009-10-21 12:19:21	AHA	AHALDR
557	drughulpverlening halle-vilvoorde	585	2009-10-21 12:19:39	AHA	AHALDR
558	Buurtregie Kiel	482	2009-10-21 15:12:14	ALT	ALTCCA
559	School aan de Beurt	480	2009-10-21 15:35:21	ALT	ALTCCA
560	PROVINCIAAL VEILIGHEIDSCOMITE	96	2009-11-16 10:48:58	CAD	CADMVS
561	VPK	718	2009-11-16 11:26:33	CAD	CADMVS
562	DIENST COMMUNICATIE	159	2009-11-16 14:17:24	CAD	CADKBO
563	hannelore grubben	719	2009-11-16 14:34:24	CAD	CADKBO
564	WERKGROEP PROJECTDAGEN	720	2009-11-16 14:40:53	CAD	CADKBO
565	DIENST KMO	156	2009-11-16 15:32:55	CAD	CADKBO
566	HET KOMPAS	725	2009-11-16 16:11:25	CAD	CADMVS
567	EUROPARENTS	103	2009-11-16 16:22:22	CAD	CADMVS
568	POLITIE	159	2009-11-17 10:25:15	CAD	CADKBO
569	DIENST LOKALE ECONOMIE	158	2009-11-17 13:58:14	CAD	CADKBO
572	Opleidingscentrum Fundament	747	2009-11-26 14:13:40	LEU	LEUJBO
573	Preventiedienst stad Leuven	753	2009-11-27 12:37:49	LEU	LEUGMA
574	Preventiedienst stad Diest	753	2009-11-27 12:38:02	LEU	LEUGMA
575	Preventiedienst stad Tienen	753	2009-11-27 12:38:19	LEU	LEUGMA
576	Rudi Reyners, provincie Vlaams-Brabant	753	2009-11-27 12:38:35	LEU	LEUGMA
577	Intergemeentelijke PW Keerbergen enz.	753	2009-11-27 12:40:38	LEU	LEUGMA
578	Intergemeentelijke PW Rotselaar enz.	753	2009-11-27 12:41:03	LEU	LEUGMA
579	Björn Steuts	759	2009-11-27 13:17:52	LEU	LEUGMA
580	OCMW	103	2009-11-30 11:16:39	CAD	CADMVS
581	sector horeca	765	2009-12-01 16:44:41	LEU	LEUGMA
582	SENIORENRAAD	93	2009-12-02 12:59:25	CAD	CADDDA
583	THEMASESSIE	91	2009-12-02 13:43:35	CAD	CADDDA
584	REGIOTEAM BERINGEN	91	2009-12-02 14:22:56	CAD	CADDDA
585	volwassenteam Asse	420	2009-12-07 11:48:58	AHA	AHAIVR
586	kinder- en volwassenteam Asse	420	2009-12-07 11:49:53	AHA	AHAIVR
587	team Grimbergen	420	2009-12-07 12:16:13	AHA	AHAIVR
588	volwassenteam Vilvoorde	420	2009-12-07 12:21:57	AHA	AHAIVR
589	VLABO middelen	585	2009-12-08 09:31:28	AHA	AHAIVR
590	volwassenteam Halle	420	2009-12-08 10:24:45	AHA	AHAIVR
591	werkgroep drugs	420	2009-12-08 10:29:37	AHA	AHAIVR
592	DIENSTENCENTRUM DE KRING	234	2009-12-08 16:08:15	CAD	CADKJA
593	JEUGDRAAD	234	2009-12-08 16:13:44	CAD	CADKJA
594	ECAT Tienen	765	2009-12-08 17:10:26	LEU	LEUJBO
595	Project het huis	443	2009-12-29 11:21:18	NWV	NWVKVR
596	medische werkgroep	440	2009-12-09 10:11:23	NWV	NWVRDV
597	werkgroep drugbeleid	452	2009-12-09 10:16:14	NWV	NWVRDV
598	ECAT	537	2009-12-09 13:55:39	DEL	DELTDB
599	JOCO's	485	2009-12-11 10:53:21	ALT	ALTCCA
600	stuurgroep ASSIST-project	800	2009-12-14 11:55:21	VAD	VADIBA
601	project ASSIST	371	2009-12-18 13:56:43	VAD	VADJCL
602	EXPOO	662	2009-12-14 12:03:59	VAD	VADIBA
603	CAT AIDA CONSULT	332	2010-08-10 23:58:45	CAT	CATRUG
604	Beheerscomité AKM	384	2009-12-15 14:10:59	CAT	CATANS
605	Beheerscomité ELZA	385	2009-12-15 14:23:02	CAT	CATANS
607	HUISARTSENKRING	225	2009-12-16 14:37:03	CAD	CADKKE
608	Elegast Jacob Jordaens	830	2009-12-17 10:38:00	ALT	ALTCDM
609	Elegast Harmonie	830	2009-12-17 10:38:36	ALT	ALTCDM
610	Elegast Potgieter	830	2009-12-17 10:38:48	ALT	ALTCDM
611	afdeling jeugd/cel jeugdcriminaliteit	488	2009-12-17 13:20:38	ALT	ALTMDC
612	werkgroep PCA	432	2009-12-17 13:48:30	ALT	ALTMDC
613	CONSULTATIEVE PREVENTIERAAD	223	2009-12-17 14:01:14	CAD	CADKKE
614	senioren Wijnegem	404	2009-12-17 14:23:00	ALT	ALTMDC
615	Jeugdzorg	473	2010-08-10 10:51:20	ALT	ALTCDM
618	Overleg VAD	388	2009-12-17 14:39:35	CAT	CATANS
619	Druglijn	432	2009-12-17 14:45:10	ALT	ALTCDM
620	OCMW	223	2009-12-17 14:59:25	CAD	CADKKE
621	stuurgroep	442	2009-12-18 11:48:01	LAR	LARTHU
622	kerngroep	442	2009-12-18 11:48:12	LAR	LARTHU
623	Project vroeginterventie via groepswerking	371	2009-12-18 13:50:20	VAD	VADJCL
624	project webbased leertraject	371	2009-12-18 13:52:56	VAD	VADJCL
625	werkgroep gokken	47	2009-12-21 14:36:48	CAD	CADEGI
626	VZW BASIS	127	2009-12-21 15:39:19	CAD	CADJAE
627	De Wilg Sociaal Centrum	494	2009-12-21 16:17:33	ALT	ALTCDM
628	vervolg op ECAT	510	2011-05-25 14:10:42	ALT	ALTJDS
629	minister Vandeurzen	589	2009-12-22 11:46:40	VAD	VADMGE
630	Kurt Doms	588	2009-12-22 11:59:08	VAD	VADMGE
631	ad hoc EU voorzitterschap	858	2009-12-22 12:37:25	VAD	VADMGE
632	kankerplan	588	2009-12-22 13:33:57	VAD	VADMGE
633	leden	371	2009-12-22 13:43:55	VAD	VADMGE
634	STUURGROEP RONDHANGENDE JONGEREN	289	2009-12-22 15:48:11	CAD	CADEGI
635	Scouts en Gidsen Baden-Powell Dendermonde	923	2009-12-23 11:25:06	DEL	DELILE
636	Lokaal beleid - Kitty Messiaen	545	2009-12-23 11:57:50	DEL	DELILE
638	JEUGDRAAD	130	2009-12-23 11:59:54	CAD	CADEGI
639	Horeca-overleg	540	2009-12-23 15:04:38	DEL	DELILE
640	Dienst Welzijn en gezondheid	936	2009-12-23 15:21:51	DEL	DELILE
641	Evaluatie - Mieke Autrique	545	2009-12-24 09:43:04	DEL	DELILE
