SubOrgID	Naam	OrgID	ChangeDate	Centrum	Gebruiker
69	schepenoverleg	72	2009-03-25 15:12:17	AAL	AALINA
70	schepenoverleg	48	2009-03-25 15:12:30	AAL	AALINA
71	Preventie	78	2009-03-30 10:38:56	VAD	VADJRO
72	WERKGROEP JEUGDHUIZEN	46	2009-03-31 14:00:44	CAD	CADDFR
73	WERKGROEP ONDERWIJS	46	2009-03-31 14:00:59	CAD	CADDFR
74	GEZONDHEIDSRAAD	88	2009-03-31 14:02:57	CAD	CADDDA
75	WERKGROEP JEUGDBEWEGINGEN DIB	46	2009-03-31 14:01:21	CAD	CADDFR
76	PREVENTIETEAM	46	2009-03-31 14:01:31	CAD	CADDFR
77	WERKGROEP BIJZONDERE JEUGDZORG	46	2009-03-31 14:01:47	CAD	CADDFR
78	OCMW	81	2009-03-31 10:15:20	CAD	CADDFR
79	GEZONDHEIDSRAAD	81	2009-03-31 14:03:05	CAD	CADDFR
80	STUURGROEP DRUGPREVENTIE	83	2009-03-31 14:02:51	CAD	CADDFR
81	GEZONDHEIDSRAAD	80	2009-03-31 14:02:01	CAD	CADDFR
82	OCMW	80	2009-03-31 10:16:08	CAD	CADDFR
83	OCMW	85	2009-03-31 10:16:17	CAD	CADDFR
84	STUURGROEP DRUGPREVENTIE	85	2009-03-31 14:00:27	CAD	CADDFR
85	WERKGROEP DOEDANIE	81	2009-03-31 14:03:17	CAD	CADDFR
86	WERKGROEP DOEDANIE	80	2009-03-31 14:02:14	CAD	CADDFR
87	OCMW	93	2009-03-31 10:54:34	CAD	CADDDA
88	STUURGROEP	92	2009-03-31 15:08:22	CAD	CADDDA
89	REDACTIE POLSSLAG 	96	2009-03-31 12:49:51	CAD	CADMVS
90	BEDRIJFSARTSEN 	97	2009-03-31 13:10:22	CAD	CADMVS
91	PREVENTIEDIENST	89	2009-03-31 13:31:53	CAD	CADMVS
92	OCMW	88	2009-03-31 14:02:38	CAD	CADDDA
93	OVERKOEPELEND DRUGOVERLEG SCHOLEN 	89	2009-03-31 14:05:05	CAD	CADMVS
94	Preventiehuis	133	2009-03-31 14:24:12	VAD	VADJRO
95	SUBRAAD HOUTHALEN-HELCHTEREN	130	2009-03-31 14:28:14	CAD	CADTCH
96	POLITIE	116	2009-03-31 14:40:30	CAD	CADDDA
97	PREVENTIEDIENST HOUTHALEN-HELCHTEREN	130	2010-10-18 15:13:08	CAD	CADTCH
98	MIGRANTENRAAD HOUTHALEN-HELCHTEREN	130	2010-10-18 15:13:21	CAD	CADTCH
99	WERKGROEP DRUGBELEID	100	2009-03-31 15:38:07	CAD	CADMVS
100	OUDERCOMITE	150	2009-03-31 15:50:46	CAD	CADMVS
101	syndicale delegees 	101	2009-03-31 15:59:22	CAD	CADMVS
102	WERKGROEP DRUGS  	102	2009-04-08 13:30:30	CAD	CADMVS
103	STUURGROEP VERSLAVING	89	2009-03-31 16:16:39	CAD	CADMVS
104	CULTUURRAAD	103	2009-03-31 16:32:40	CAD	CADMVS
105	WERKGROEP WERKWIJZER	46	2009-04-01 09:36:20	CAD	CADDFR
106	SOCIAAL HUIS OCMW	219	2009-04-01 09:40:35	CAD	CADTCH
107	VROEGINTERVENTIE	91	2009-04-01 10:11:55	CAD	CADDDA
108	STUURGROEP ONDERWIJS	223	2009-04-01 10:30:30	CAD	CADDFR
109	PREVENTIEDAG	223	2009-04-01 10:31:09	CAD	CADDFR
110	PROGRAMMACOMMISSIE ARBEID 	46	2009-04-01 10:43:12	CAD	CADMVS
111	JEUGDRAAD	225	2009-04-01 10:47:43	CAD	CADKKE
112	CULTUURRAAD	225	2009-04-01 10:47:54	CAD	CADKKE
113	GEZONDHEIDSRAAD	225	2009-04-01 10:48:01	CAD	CADKKE
114	SPORTRAAD	225	2009-04-01 10:48:10	CAD	CADKKE
115	DEPARTEMENT SOCIAAL AGOGISCH WERK	125	2009-04-01 11:10:11	CAD	CADDFR
116	DEPARTEMENT GEZONDHEIDSZORG	125	2009-04-01 11:10:30	CAD	CADDFR
117	EUROPARENTS	102	2009-04-08 13:30:48	CAD	CADMVS
118	SENIORENRAAD	225	2009-04-01 11:36:31	CAD	CADKKE
119	WERKGROEP PARTYWISE	46	2009-04-01 11:53:32	CAD	CADKJA
120	WERKGROEP VROEGINTERVENTIE	46	2009-04-01 11:53:53	CAD	CADKJA
121	WERKGROEP GINGER	46	2009-04-01 11:55:52	CAD	CADKJA
122	AGNETENDAL	56	2009-04-01 11:56:46	CAD	CADKJA
123	ONDERWIJSRAAD	56	2009-04-01 11:57:05	CAD	CADKJA
124	STUURGROEP OPBOUWWERK	56	2009-04-01 11:57:16	CAD	CADKJA
125	JEUGDDIENST 	88	2009-04-01 12:00:34	CAD	CADKJA
126	OCMW	234	2009-04-01 12:41:42	CAD	CADKJA
127	WERKGROEP GOKKEN	223	2009-04-01 12:41:47	CAD	CADKKE
128	SALVATORCOLLEGE	234	2009-04-01 12:41:54	CAD	CADKJA
129	JEUGDRAAD	223	2009-04-01 12:41:56	CAD	CADKKE
130	STRAATHOEKWERK	234	2009-04-01 12:42:05	CAD	CADKJA
131	MEGA-PROJECT	234	2009-04-01 12:42:16	CAD	CADKJA
132	PREVENTIEDIENST	215	2009-04-01 12:53:47	CAD	CADKKE
133	VOLKSGEZONDHEID	105	2009-04-01 12:57:53	CAD	CADMVS
134	DIRECTIE	106	2009-04-01 13:02:43	CAD	CADMVS
135	INTERNAAT	240	2009-04-01 13:22:44	CAD	CADMVS
136	PREVENTIEAMBTENAAR 	238	2009-04-01 14:11:40	CAD	CADKJA
137	SPORTDIENST	238	2009-04-01 13:28:46	CAD	CADKJA
138	STRAATHOEKWERK	238	2009-04-01 13:29:04	CAD	CADKJA
139	WERKGROEP WEL DRINKEN,NIET DRONKEN	238	2009-04-01 13:29:25	CAD	CADKJA
140	GEZONDHEIDSRAAD	223	2009-04-01 13:30:44	CAD	CADKKE
141	PREVENTIERAAD	238	2009-04-01 13:41:09	CAD	CADKJA
142	WERKGROEP EVIDENCED BASED	46	2009-04-01 14:15:39	CAD	CADKKE
143	WERKGROEP DRUGPREVENTIE	228	2009-04-01 14:25:12	CAD	CADJAE
144	SIKSEN	89	2009-04-01 14:27:18	CAD	CADKKE
145	PREVENTIEAMBTENAAR	247	2009-04-01 14:37:21	CAD	CADKJA
146	JAC	247	2009-04-01 14:37:29	CAD	CADKJA
147	OVERLEGPLATVORM GEZONDHEID	247	2009-04-01 14:37:49	CAD	CADKJA
148	WERKGROEP GEZONDHEIDSBEVORDERING	247	2009-04-01 14:38:07	CAD	CADKJA
149	DBSO	251	2009-04-01 15:13:15	CAD	CADKJA
150	OUDERCOMITE BASISSCHOOL HALEN	225	2009-04-01 15:22:52	CAD	CADKKE
151	SOCIAAL HUIS	255	2009-04-01 15:30:04	CAD	CADKJA
152	PREVENTIEAMBTENAAR	255	2009-04-01 15:30:18	CAD	CADKJA
153	STUURGROEP 	225	2009-04-01 15:35:17	CAD	CADKKE
154	PREVENTIEAMBTENAAR	257	2009-04-01 15:42:23	CAD	CADKJA
155	REGIO WELZIJNSOVERLEG NOORD-LIMBURG	238	2009-04-01 15:55:20	CAD	CADKJA
156	PREVENTIERAAD	239	2009-04-01 16:28:32	CAD	CADJAE
157	JEUGDDIENST	225	2009-04-02 08:43:01	CAD	CADKKE
158	SPORTRAAD	215	2009-04-02 08:48:17	CAD	CADKKE
159	WERKGROEP GOKKEN	46	2009-04-02 08:54:57	CAD	CADKKE
160	OCMW	224	2009-04-02 09:02:22	CAD	CADKKE
161	JEUGDRAAD	224	2009-04-02 09:12:29	CAD	CADKKE
162	BEWONERSOVERLEG	223	2009-04-02 09:14:53	CAD	CADKKE
163	DOEDANIE	102	2009-04-02 09:22:29	CAD	CADMVS
164	OUDERCOMITE DE VIEJOOL	224	2009-04-02 09:44:42	CAD	CADKKE
165	OCMW	215	2009-04-02 09:47:01	CAD	CADKKE
166	GEHANDICAPTENRAAD	224	2009-04-02 10:07:22	CAD	CADKKE
167	SOCIALE OMBUDSDIENST	223	2009-04-02 10:18:48	CAD	CADKKE
168	OUDERCOMITE DE ZANDKORREL	224	2009-04-02 10:23:57	CAD	CADKKE
169	CULTUURRAAD	224	2009-04-02 10:25:27	CAD	CADKKE
170	BASISSCHOLEN	225	2009-04-02 10:32:02	CAD	CADKKE
171	SPORTRAAD	224	2009-04-02 10:42:09	CAD	CADKKE
172	OUDERCOMITE GEMEENTELIJKE BASISSCHOOL	224	2009-04-02 12:09:25	CAD	CADKKE
173	OUDERCOMITE TER DUINEN	224	2009-04-02 12:09:34	CAD	CADKKE
174	OUDERCOMITE DON BOSCO INSTITUUT	224	2009-04-02 12:16:08	CAD	CADKKE
175	OCMW	225	2009-04-02 12:52:11	CAD	CADKKE
177	AGORA	215	2009-04-02 13:05:45	CAD	CADKKE
178	GEZONDHEIDSRAAD	224	2009-04-02 13:47:49	CAD	CADKKE
179	ODO	127	2009-04-03 09:08:54	CAD	CADKKE
180	GOKGROEP	91	2009-04-03 09:12:27	CAD	CADKKE
181	OCMW BILZEN	228	2009-04-03 09:50:21	CAD	CADJAE
182	OCMW TONGEREN	239	2009-04-03 10:01:14	CAD	CADJAE
183	OCMW RIEMST	265	2009-04-03 10:04:28	CAD	CADJAE
184	OCMW KORTESSEM	283	2009-04-03 10:10:01	CAD	CADJAE
185	DIENST WELZIJN	242	2009-04-03 10:11:03	CAD	CADDFR
186	OCMW DIEPENBEEK	286	2009-04-03 10:42:08	CAD	CADJAE
187	OCMW	83	2009-04-03 10:54:25	CAD	CADDFR
188	PROVINCIALE DIENST VOLKSGEZONDHEID 	96	2009-04-03 13:01:43	CAD	CADMVS
189	PREVENTIERAAD	102	2009-04-03 13:23:48	CAD	CADMVS
190	WERKGROEP VERSLAVING	103	2009-04-03 13:32:40	CAD	CADMVS
191	PREVENTIEPLATFORM VOEREN	230	2009-04-03 13:33:57	CAD	CADJAE
192	WERKGROEP DOS	110	2009-04-03 13:40:06	CAD	CADMVS
193	BOVENBOUW	300	2009-04-03 13:47:42	CAD	CADMVS
194	FRED	301	2009-04-03 14:38:22	CAD	CADCBA
195	GEZOND NIEUWERKERKEN 	111	2009-04-03 14:51:30	CAD	CADMVS
196	TEMPEL HAMAAL 	302	2009-04-03 15:05:28	CAD	CADMVS
197	WERKGROEP PREVENTIE 	104	2009-04-03 15:43:17	CAD	CADMVS
198	WERKGROEP DOS 	300	2009-04-03 16:07:07	CAD	CADMVS
199	provinciale kansenbank onderwijs	96	2009-04-03 16:12:08	CAD	CADEBO
200	OUDERCOMITE	107	2009-04-03 16:23:20	CAD	CADMVS
201	ecat	158	2009-04-06 09:52:24	CAD	CADKBO
202	mitil	158	2009-04-06 09:52:18	CAD	CADKBO
203	STUURGROEP STRAATHOEKWERK TONGEREN	239	2009-04-06 09:55:23	CAD	CADJAE
204	OUDERS LAGER ONDERWIJS	159	2009-04-06 10:21:41	CAD	CADKBO
205	PREVENTIEAMBTENAAR	87	2009-04-06 10:22:39	CAD	CADKJA
206	POLITIE	88	2009-04-06 10:28:38	CAD	CADKJA
207	STUURGROEP	88	2009-04-06 10:39:14	CAD	CADKJA
208	FORUM WELZIJN	157	2009-04-06 11:03:50	CAD	CADKBO
209	HUISARTSENKRING	88	2009-04-06 11:07:44	CAD	CADKJA
210	OCMW SENIOREN	188	2009-04-06 11:10:17	CAD	CADKBO
211	PSYCHOEDUCATIE MIDDELENGEBRUIK	183	2009-04-06 11:33:29	CAD	CADKBO
212	WERKGROEP ALGEMEEN	130	2009-04-06 11:49:30	CAD	CADSTU
213	JEUGDDIENST	320	2009-04-06 11:54:41	CAD	CADEGI
214	KINDEROPVANG	160	2009-04-06 12:07:15	CAD	CADKBO
215	SCHOLENOVERLEG	156	2009-04-06 12:26:09	CAD	CADKBO
216	WVC	157	2009-04-06 12:28:55	CAD	CADKBO
217	OVERLEG PREVENTIEWERKING	320	2009-04-07 13:39:46	CAD	CADEGI
218	STUURGROEP AS	147	2009-04-06 13:47:12	CAD	CADEGI
219	harm reduction	91	2009-04-06 13:58:23	CAD	CADKBO
220	LEERKRACHTEN OVERLEG	147	2009-04-06 14:12:21	CAD	CADEGI
221	PREVENTIEDIENST	127	2009-04-06 14:22:56	CAD	CADEGI
222	DJO	158	2009-04-06 14:33:25	CAD	CADKBO
223	ECAT	46	2009-04-06 14:47:31	CAD	CADKBO
224	STUURGROEP RONDHANGENDE JONGEREN	155	2009-04-06 15:03:19	CAD	CADKBO
225	ALCOHOLCURSUS	91	2009-04-06 15:03:46	CAD	CADSTU
226	PREVENTIEVE GEZONDHEIDSRAAD	289	2009-04-07 12:52:46	CAD	CADCBA
227	SPOC	289	2009-04-06 15:43:44	CAD	CADEGI
228	MAASLANDS TEAM	91	2009-04-06 16:10:46	CAD	CADKBO
229	MAASLANDS TEAM	91	2009-04-06 16:11:00	CAD	CADKBO
230	WERKGROEP AS	147	2009-04-06 16:20:40	CAD	CADEGI
231	PREVENTIERAAD	155	2009-04-06 16:30:16	CAD	CADKBO
232	lokaal sociaal beleid	158	2009-04-07 09:32:47	CAD	CADKBO
233	OCMW	305	2009-04-07 10:00:57	CAD	CADEGI
235	STRAATHOEKWERK	92	2009-04-07 10:09:47	CAD	CADKJA
236	SPORTDIENST	92	2009-04-07 10:16:11	CAD	CADKJA
237	DOEDANIEDAG	92	2009-04-07 10:23:58	CAD	CADKJA
239	NETWERK SCHAKEL JEZELF IN	159	2009-04-07 10:37:50	CAD	CADKBO
240	MIDDENSCHOOL	331	2009-04-07 10:44:42	CAD	CADKJA
241	Guidance	332	2009-04-07 10:45:36	CAT	CATANS
242	GEZONDHEIDSRAAD	116	2009-04-07 10:57:25	CAD	CADKJA
243	JWW	130	2009-04-07 11:38:18	CAD	CADKJA
244	OCMW	130	2009-04-07 11:52:27	CAD	CADEGI
245	EUROPEERS	91	2009-04-07 12:02:06	CAD	CADKJA
246	SCHOLENOVERLEG	159	2009-04-07 13:52:23	CAD	CADKBO
247	INTERNAAT	340	2009-04-07 13:55:23	CAD	CADKJA
248	OCMW	147	2009-04-07 13:59:26	CAD	CADEGI
249	LOKALE ECONOMIE	157	2009-04-07 14:06:49	CAD	CADKBO
250	LOKALE ECONOMIE	159	2009-04-07 14:16:24	CAD	CADKBO
251	ONDERWIJSPLATFORM	157	2009-04-07 14:22:43	CAD	CADKBO
252	EUROPARENTS	155	2009-04-07 14:32:38	CAD	CADKBO
253	PREVENTIEADVISEURS	212	2009-04-07 14:54:11	CAD	CADKBO
254	CONSULTVRAGEN PRIVEPERSONEN	91	2009-12-04 12:50:01	CAD	CADDDA
255	PREVENTIEDIENST SINT-TRUIDEN 	111	2009-04-08 09:44:44	CAD	CADMVS
256	PREVENTIEDIENST SINT-TRUIDEN 	104	2009-04-08 09:50:00	CAD	CADMVS
257	POLITIE	89	2009-04-08 13:48:37	CAD	CADMVS
258	CHIRO	224	2009-04-08 15:06:45	CAD	CADKKE
259	Coördinatievergaderingen	342	2009-04-09 08:54:34	AAL	AALINA
260	Overleg Burgemeester	342	2009-04-09 08:54:45	AAL	AALINA
261	WERKGROEP GOKKEN	127	2009-04-09 12:55:12	CAD	CADKKE
262	DEPARTEMENT MEDIA EN DESIGN	125	2009-04-17 13:32:01	CAD	CADDDA
263	OUDER INFOGROEP	91	2009-04-17 13:45:28	CAD	CADDDA
264	GEZOND BOCHOLT	93	2009-04-17 15:04:38	CAD	CADDDA
265	Preventieraad Werkgroep Basisonderwijs	350	2009-04-27 10:54:34	TIE	TIEBVG
266	Werkgroep preventie	349	2009-04-27 10:54:53	DIE	DIEDME
267	Dept. Welzijn en Gezondheid	360	2009-05-06 10:00:22	VAD	VADJRO
269	Subtest1	366	2009-05-19 13:33:45	TES	TESTER
271	Werkgroep Ginger	371	2009-06-02 10:27:06	VAD	VADJRO
273	beheerscomité	383	2009-06-22 11:00:23	CAT	CATANS
274	LO Deinze	383	2009-06-22 11:00:40	CAT	CATANS
275	LO Zulte	383	2009-06-22 11:00:47	CAT	CATANS
276	LO Nazareth	383	2009-06-22 11:00:54	CAT	CATANS
277	LO Sint Martens Latem	383	2009-06-22 11:01:03	CAT	CATANS
278	LO De Pinte	383	2009-06-22 11:01:37	CAT	CATANS
279	Individuele ondersteuning preventiewerkers	383	2009-06-22 11:02:00	CAT	CATANS
280	Beheerscomité Berlare_Zele	387	2009-06-22 11:24:29	CAT	CATANS
281	LO Berlare	387	2009-06-22 11:24:43	CAT	CATANS
282	LO Zele	387	2009-06-22 11:24:50	CAT	CATANS
283	Consultoverleg	388	2009-06-22 11:37:15	CAT	CATANS
284	Preventie intervisie	388	2009-06-22 11:37:25	CAT	CATANS
285	Provinciale werkgroep lokaal overleg	388	2009-06-22 11:37:37	CAT	CATANS
286	LO_Indra	389	2009-06-22 12:10:31	CAT	CATANS
287	Individuele ondersteuning preventiewerkers	384	2009-06-22 13:18:56	CAT	CATANS
288	LO Maldegem	384	2009-06-22 13:19:04	CAT	CATANS
289	LO Aalter Knesselare	384	2009-06-22 13:19:14	CAT	CATANS
290	Individuele ondersteuning preventiewerkers	387	2009-06-22 13:23:15	CAT	CATANS
291	Individuele ondersteuning preventiewerkers	390	2009-06-22 13:29:27	CAT	CATANS
292	LO EEKASI	390	2009-06-22 13:29:36	CAT	CATANS
293	LO_vroeginterventie&zorg	390	2009-06-22 13:29:54	CAT	CATANS
294	LO Evergem	385	2009-06-22 13:34:27	CAT	CATANS
295	LO Zelzate	385	2009-06-22 13:34:37	CAT	CATANS
296	LO Assenede	385	2009-06-22 13:34:45	CAT	CATANS
297	Individuele ondersteuning preventiewerkers	385	2009-06-22 13:34:59	CAT	CATANS
298	preventiewerker	389	2009-06-22 13:38:54	CAT	CATANS
299	preventiewerkers	386	2009-06-22 13:43:56	CAT	CATANS
300	LO Merelbeke	386	2009-06-22 13:44:04	CAT	CATANS
301	LO Oosterzele	386	2009-06-22 13:44:12	CAT	CATANS
302	LO Melle	386	2009-06-22 13:44:19	CAT	CATANS
303	LO Destelbergen	386	2009-06-22 13:44:27	CAT	CATANS
304	Stuurgroep	386	2009-06-22 13:44:47	CAT	CATANS
305	Beheerscomite Wetteren, Laarne en Wichelen	391	2009-06-22 13:55:53	CAT	CATANS
306	preventiewerkers	391	2009-06-22 13:56:00	CAT	CATANS
307	LO Wetteren	391	2009-06-22 13:56:07	CAT	CATANS
308	LO Aalter Knesselare Maldegem	384	2009-06-22 14:02:57	CAT	CATANS
309	LO Beveren	392	2009-06-22 14:08:04	CAT	CATANS
310	preventiewerker	392	2009-06-22 14:08:12	CAT	CATANS
311	LO Lokeren	393	2009-06-22 14:36:39	CAT	CATANS
312	LO Sint Niklaas	394	2009-06-22 14:50:39	CAT	CATANS
313	preventiewerker	394	2009-06-22 14:50:46	CAT	CATANS
314	LO_Waarschoot	395	2009-06-22 14:55:52	CAT	CATANS
315	Overleg Delta	388	2009-06-22 14:58:47	CAT	CATANS
316	Overleg Provincie (Bert)	388	2009-06-22 14:59:00	CAT	CATANS
317	PARDOV	396	2009-06-22 15:07:05	CAT	CATANS
318	Stuurgroep	388	2009-06-22 15:24:53	CAT	CATANS
319	WG instrumenten	330	2010-10-25 10:24:54	CAT	CATMAR
320	wg ocmw	330	2009-06-22 15:29:19	CAT	CATANS
321	wg vroeginterventie	388	2009-06-22 15:34:29	CAT	CATANS
322	werkgroep gokken	432	2009-07-08 14:10:47	ALT	ALTLDM
323	werkgroep grenzen stellen	432	2009-07-08 14:11:02	ALT	ALTLDM
324	regionaal vormingsaanbod	34	2009-07-08 14:32:35	ALT	ALTLDM
325	Werkgroep jeugdhuizen	432	2009-07-08 16:54:19	ALT	ALTCDM
326	werkgroep Drugs in Beweging	432	2009-07-09 13:33:12	ALT	ALTCDM
327	preventieteam	432	2009-07-09 14:08:40	ALT	ALTCDM
328	werkgroep BuSO	432	2009-07-09 14:16:20	ALT	ALTCDM
329	Veilig Uitgaan In Oostende	440	2009-07-09 15:35:41	LAR	LARTHU
330	Werkgroep onderwijs	442	2009-07-09 15:38:22	LAR	LARTHU
331	Drugoverleg	437	2009-07-09 15:44:26	LAR	LARTHU
332	Werkgroep Middelen & Onderwijs	443	2009-07-09 15:46:04	LAR	LARTHU
333	Werkgroep Onderwijs	444	2009-07-09 16:08:38	LAR	LARTHU
334	Werkgroep Onderwijs	446	2009-07-09 16:18:33	LAR	LARTHU
335	Drug Overleg Platform 	436	2009-07-09 16:30:12	LAR	LARTHU
336	preventieteam	450	2009-07-09 16:45:56	LAR	LARTHU
337	OCPP Brugge	452	2010-01-28 15:49:42	NWV	NWVNVM
338	Werkgroep Onderwijs	450	2009-07-10 07:45:09	LAR	LARTHU
339	preventiedienst	453	2009-07-10 07:52:17	LAR	LARTHU
340	Werkgroep Onderwijs	454	2009-07-10 07:59:22	LAR	LARTHU
341	werkgroep partywise	450	2009-07-10 08:17:49	LAR	LARTHU
342	werkgroep Panda	446	2009-07-10 08:47:07	LAR	LARTHU
343	Stuurgroep	446	2009-07-10 09:23:03	LAR	LARTHU
344	Drugcoördinator	440	2009-07-14 10:32:33	NWV	NWVNVM
345	WG onderwijs	440	2009-07-14 10:32:42	NWV	NWVNVM
346	Jeugddienst	470	2009-07-14 10:43:12	NWV	NWVNVM
347	Sociale en medische dienst	424	2009-07-15 10:39:01	AHA	AHALDR
348	Politie KASTZE	423	2009-07-15 10:48:12	AHA	AHALDR
349	sector onderwijs	351	2009-07-15 10:49:06	AHA	AHALDR
350	zorgeenheid Erasmus	427	2009-07-15 10:52:54	AHA	AHALDR
352	Vestiging Lange Sint-Annastraat	473	2009-07-15 13:38:46	ALT	ALTCCA
353	Consult aan ouders van experimenterende kinderen	34	2009-07-15 15:17:38	ALT	ALTCCA
354	Infomoment studenten	34	2009-07-15 16:45:32	ALT	ALTCCA
355	Kinderen en jongeren 0 - 21 jaar	478	2009-07-16 10:27:42	ALT	ALTCCA
356	Volwassenen	478	2009-07-16 10:28:01	ALT	ALTCCA
357	Samen op straat	479	2009-07-16 10:50:10	ALT	ALTCCA
358	Preventie & Minderheden	34	2009-07-16 10:58:31	ALT	ALTCCA
359	werkgroep Consult aan ouders	432	2009-07-16 11:32:35	ALT	ALTCCA
360	Jongerencoaching	480	2009-07-16 13:32:28	ALT	ALTCCA
361	Buurtregie Berchem	482	2009-07-22 11:34:01	ALT	ALTCCA
362	Vuurkruisenlaan	484	2009-07-22 12:05:00	ALT	ALTCCA
363	Oase	484	2009-07-22 12:05:10	ALT	ALTCCA
364	Atelier	484	2009-07-22 12:05:23	ALT	ALTCCA
365	Metropolis	484	2009-07-22 12:06:43	ALT	ALTCCA
366	Team Kiel (NOVA)	479	2009-07-23 10:36:37	ALT	ALTCCA
367	Sociale Adviseurs	482	2009-07-23 10:45:13	ALT	ALTCCA
368	werkgroep ad hoc	432	2009-07-23 11:26:57	ALT	ALTCCA
369	PRED-weekend	488	2009-07-23 12:10:50	ALT	ALTCCA
370	CVO Lerarenopleiding	490	2009-07-23 14:24:16	ALT	ALTCDM
371	Emmaüs MPI	492	2009-07-23 14:28:09	ALT	ALTCCA
372	werkgroep BJZ	432	2009-07-23 16:28:39	ALT	ALTMLE
373	werkgroep OCMW	432	2009-07-23 16:28:59	ALT	ALTMLE
374	Ad hoc SEM-J	432	2009-07-23 16:29:19	ALT	ALTMLE
375	Dienst opleidingen	516	2009-07-23 17:06:05	ALT	ALTJDS
376	overleg vlaamse peerprojecten	432	2009-07-23 17:28:39	ALT	ALTJDS
377	Buurtregie Antwerpen Noord	482	2009-07-24 14:17:14	ALT	ALTJDS
378	Werkgroep Planmatig werken	432	2009-07-29 13:32:44	ALT	ALTJDS
379	Werkgroep Onderwijs	432	2009-07-24 15:07:38	ALT	ALTJDS
380	Werkgroep BJZ	450	2009-07-27 14:46:19	NWV	NWVJOJ
381	Werkgroep beleidsmatig werken OCMW	450	2009-07-27 14:46:33	NWV	NWVJOJ
382	Werkgroep kinderen van druggebruikende ouders	440	2009-07-27 15:00:01	NWV	NWVJOJ
383	Preventieteam	371	2009-07-28 11:25:17	VAD	VADMDB
384	Werkgroep consult	371	2009-07-28 11:48:43	VAD	VADMDB
385	Werkgroep zelfhulpboekje gokken	371	2009-07-28 12:06:23	VAD	VADMDB
386	Ad hoc werkgroep gokken preventie	371	2009-07-28 12:10:52	VAD	VADMDB
387	Werkgroep hulpverlening gokken 	371	2009-07-28 12:25:23	VAD	VADMDB
388	Stuurgroep VAD/CGG a&d preventiewerk	371	2009-07-28 12:30:18	VAD	VADMDB
389	Vormingen preventie	371	2009-07-28 12:41:44	VAD	VADMDB
390	Stuurgroep werkwijzer preventie	371	2009-07-28 13:17:42	VAD	VADMDB
391	Ad hoc werkgroep CGG pw a&d	371	2009-07-28 13:21:11	VAD	VADMDB
392	wg grenzen stellen	371	2009-07-28 13:35:11	VAD	VADTVH
393	wg DIB	371	2009-07-28 13:35:17	VAD	VADTVH
394	wg jeugdhuizen	371	2009-07-28 13:35:38	VAD	VADTVH
395	Uitgaansonderzoek	371	2009-07-28 13:41:55	VAD	VADTVH
396	wg spoed	371	2009-07-28 13:42:11	VAD	VADTVH
397	Jeugdwerk	371	2009-07-28 13:42:26	VAD	VADTVH
398	Doelgroepregie	482	2009-07-28 15:03:28	ALT	ALTLDM
399	Limburgs Platform Verslaving	527	2009-07-28 15:19:41	VAD	VADMDB
400	HNT	371	2009-07-29 09:11:32	VAD	VADTVH
401	HEROES	371	2009-07-29 09:11:44	VAD	VADTVH
402	werkgroep Partywise	432	2009-07-29 13:35:24	ALT	ALTJDS
403	LIDO (lok. intersect. drugoverleg)	510	2009-07-29 13:40:32	ALT	ALTJDS
404	LIDO (lok. intersect. drugoverleg)	482	2009-07-29 13:41:28	ALT	ALTJDS
405	Werkgroep Epidemiologie en Onderzoek	510	2009-07-29 14:33:15	ALT	ALTJDS
406	thuislozensector	497	2009-07-30 16:05:38	ALT	ALTMLE
407	preventieteam	34	2009-07-30 16:10:18	ALT	ALTMLE
408	Onderwijs - Ilse Bernaert	545	2009-08-03 11:24:11	DEL	DELILE
409	Arbeid - Marie-Claire Lambrechts	545	2009-08-03 11:24:28	DEL	DELILE
410	Welzijn - Inge Baeten	545	2009-08-03 11:24:40	DEL	DELILE
411	Bijzondere jeugdzorg - Inge Baeten	545	2009-08-03 11:24:52	DEL	DELILE
412	Preventieteam - Mia De Bock	545	2009-08-03 11:25:09	DEL	DELILE
413	Uitgaan en vrije tijd - Jochen Schrooten	545	2009-08-03 11:25:32	DEL	DELILE
414	Jeugdwerk - Nina De Paepe	545	2010-12-03 10:12:25	DEL	DELTDB
415	Welzijnshuis - An Opgenaffen	540	2009-08-03 11:46:29	DEL	DELILE
416	Scholenoverleg Sint-Niklaas	540	2009-08-03 11:51:34	DEL	DELILE
417	BUSO - Nora Heirbaut	546	2009-08-03 12:12:58	DEL	DELILE
418	SOC - Lia Buys	546	2009-08-03 12:13:13	DEL	DELILE
419	BuSO	547	2009-08-03 12:18:18	DEL	DELILE
420	GEZONDHEIDSRAAD DIEPENBEEK	286	2009-08-03 14:22:28	CAD	CADJAE
421	INTEGRATIEDIENST	223	2009-08-04 14:16:32	CAD	CADKKE
422	JEUGDHUIZENOVERLEG	225	2009-08-04 14:35:39	CAD	CADKKE
423	TURKSE UNIE	223	2009-08-04 15:54:34	CAD	CADKKE
424	LOM (Lokaal drugoverleg Lokeren)	555	2009-08-05 14:07:52	DEL	DELILE
425	Lokaal Drugoverleg Beveren	558	2009-08-05 14:08:18	DEL	DELILE
426	Scholenoverleg	558	2009-08-05 14:08:41	DEL	DELILE
427	Preventie-adviseur	558	2009-08-05 14:09:20	DEL	DELILE
428	Vestiging Beveren	547	2009-08-05 14:40:53	DEL	DELILE
